Category,Subcategory,Product Ratings,Brand Name,Review Sentiment,Review,#of Positive Sentences,#of Neutral Sentences,#of Negative Sentences,Positive Sentences,Neutral Sentences,Negative Sentences,Aspect,Review Aspect Sentiment
SPORTS,General,3,TaylorMade,positive,"  I really wanted to like this golf glove, but it wasn't very durable and started coming apart prematurely after just a couple uses. Your mileage may vary...",132,24,0,"  I really wanted to like this golf glove, but it wasn't very durable and started coming apart prematurely after just a couple uses.",Your mileage may vary...,,"Cargo
Originalty
Packaging
Quality",{}
SPORTS,General,2,Band-Aid,negative,"  Maybe I got a bad batch or something because every one of these is a pain to get open.  The white removable paper doesn't come off easily, so it requires some fiddling about to get it loose.  One applied, it seems fine.",27,0,191,"One applied, it seems fine.",,"  Maybe I got a bad batch or something because every one of these is a pain to get open.
The white removable paper doesn't come off easily, so it requires some fiddling about to get it loose.","Cargo
Originalty
Packaging
Quality",{'BATCH': ['BAD']}
SPORTS,General,2,Fit Simplify,positive,  These bands roll up as soon as you put them on and start moving. Making then feel more like a tourniquet than a resistance band.,63,66,0,Making then feel more like a tourniquet than a resistance band.,  These bands roll up as soon as you put them on and start moving.,,"Cargo
Originalty
Packaging
Quality",{}
SPORTS,General,2,Fitbit,positive,"  I like the Fitbit and the band but The band keeps coming off. This is my second band on the Fitbit and doing the same thing (last one ordered May18, 2018 through Amazon. At $28 a pop, this isn't cost effective. I may try a cheaper brand to see if it is any better. Luckily I haven't lost the Fitbit but it's scratched from falling on the ground when band suddenly pops off.",334,0,40,"  I like the Fitbit and the band but The band keeps coming off.
This is my second band on the Fitbit and doing the same thing (last one ordered May18, 2018 through Amazon.
I may try a cheaper brand to see if it is any better.
Luckily I haven't lost the Fitbit but it's scratched from falling on the ground when band suddenly pops off.",,"At $28 a pop, this isn't cost effective.","Cargo
Originalty
Packaging
Quality",{}
SPORTS,General,2,Hoyle,positive,"  Hoyle, if you're reading this--do two things: add a texture to the cards so they're not so slippery, and make the case slightly taller so the whole deck can sit in the ""well"" while playing or taking a break. These cards look good (but not great, a little cheap looking) but I've gotten similar or better cards for less $. Was hoping the brand-name would bring higher quality.",377,0,0,"  Hoyle, if you're reading this--do two things: add a texture to the cards so they're not so slippery, and make the case slightly taller so the whole deck can sit in the ""well"" while playing or taking a break.
These cards look good (but not great, a little cheap looking) but I've gotten similar or better cards for less $.
Was hoping the brand-name would bring higher quality.",,,"Cargo
Originalty
Packaging
Quality",{'CARD': ['GOOD']}
SPORTS,General,2,OKELA,negative,  This is not made for a person with a lot of hair my daughter is Ethnic and has to take swim class that was the reason for the purchase but it broke soon as she tried to put it on.,0,0,181,,,  This is not made for a person with a lot of hair my daughter is Ethnic and has to take swim class that was the reason for the purchase but it broke soon as she tried to put it on.,"Cargo
Originalty
Packaging
Quality",{}
SPORTS,General,2,TaylorMade,positive,"  I'm a 8 handicap and was looking to buy some balls that I didn't mind playing when practicing and or when the drives are not going great.  I've used other cheap balls and other than around the green I can't tell much difference than the premium balls.  This one just lacks in all areas to me.And I'm not sure why it carries the ""distance"" logo.  I hit my normal ball at least 10-15 yards further than this hard ball plus it is pretty bad around the green.  It will stop with a lob wedge on soft greens like Bent, but on hard Bermuda greens, good luck.So for me, I definitely will not buy again even if cheap.  I bought two dozen and gave the last dozen away.",151,161,341,"It will stop with a lob wedge on soft greens like Bent, but on hard Bermuda greens, good luck.So for me, I definitely will not buy again even if cheap.","I've used other cheap balls and other than around the green I can't tell much difference than the premium balls.
I bought two dozen and gave the last dozen away.","  I'm a 8 handicap and was looking to buy some balls that I didn't mind playing when practicing and or when the drives are not going great.
This one just lacks in all areas to me.And I'm not sure why it carries the ""distance"" logo.
I hit my normal ball at least 10-15 yards further than this hard ball plus it is pretty bad around the green.","Cargo
Originalty
Packaging
Quality","{'BALL': ['HARD'], 'GREEN': ['HARD'], 'LUCK': ['GOOD']}"
SPORTS,General,1,Band-Aid,positive,"  I purchased a box of Band-Aid Brand Tru-Stay Clear Spots Bandages for Discreet First Aid, All One Size, 50 Count and I was so surprised with the low quality of the product.  I have been buying band-aid brand bandages for years and years and have always been pleased with the results until now. First, it was difficult to open the individual bandages and I had to tear a circle around the whole thing to get it out.  Next, it was challenging to get the plastic things off the bandage.  Third, the band-aid did a horrible job sticking. I understand that these are not waterproof but one tiny drop of water and it came right off.  Again, I have been buying band-aid brand products for years and have been pleased in the past which is why I was surprised with the very low quality.",512,0,262,"  I purchased a box of Band-Aid Brand Tru-Stay Clear Spots Bandages for Discreet First Aid, All One Size, 50 Count and I was so surprised with the low quality of the product.
I have been buying band-aid brand bandages for years and years and have always been pleased with the results until now.
Next, it was challenging to get the plastic things off the bandage.
Again, I have been buying band-aid brand products for years and have been pleased in the past which is why I was surprised with the very low quality.",,"First, it was difficult to open the individual bandages and I had to tear a circle around the whole thing to get it out.
Third, the band-aid did a horrible job sticking.
I understand that these are not waterproof but one tiny drop of water and it came right off.","Cargo
Originalty
Packaging
Quality","{'SPOTS': ['CLEAR'], 'QUALITY': ['LOW'], 'JOB': ['HORRIBLE'], 'DROP': ['TINY']}"
SPORTS,General,1,Fit Simplify,negative,"  Very short and thin, they just roll up and down my limbs and I'm 5'3” so I have no idea how anyone taller could use them and I am very afraid they're going to break and snap me",0,0,178,,,"  Very short and thin, they just roll up and down my limbs and I'm 5'3” so I have no idea how anyone taller could use them and I am very afraid they're going to break and snap me","Cargo
Originalty
Packaging
Quality",{}
SPORTS,General,1,Fitbit,negative,  Left a strange rash which a week later I still have. Horrible product! Save your money!!,16,1,72,Save your money!,!,"  Left a strange rash which a week later I still have.
Horrible product!","Cargo
Originalty
Packaging
Quality","{'RASH': ['STRANGE'], 'PRODUCT': ['HORRIBLE']}"
SPORTS,General,1,Hoyle,neutral,  The cards that I received are in different packaging than those in the photo representing the product.,0,104,0,,  The cards that I received are in different packaging than those in the photo representing the product.,,"Cargo
Originalty
Packaging
Quality",{}
SPORTS,General,1,OKELA,positive,"  This product works too well. It gave a great lift and appearance, & my friend and I wore it on a night out; however when taking the tape off carefully, it ripped not only mine but my friends skin off. I have scars all over my boobs and so does she—my skin has been raw for days. DO NOT use this product if you are unaware of the risks from the adhesive or tape. DO NOT use this product if you have sensitive or delicate skin. Although this product works, I am giving it a 1 star review due to the injury it caused for both of us.",266,77,186,"  This product works too well.
It gave a great lift and appearance, & my friend and I wore it on a night out; however when taking the tape off carefully, it ripped not only mine but my friends skin off.
DO NOT use this product if you have sensitive or delicate skin.",I have scars all over my boobs and so does she—my skin has been raw for days.,"DO NOT use this product if you are unaware of the risks from the adhesive or tape.
Although this product works, I am giving it a 1 star review due to the injury it caused for both of us.","Cargo
Originalty
Packaging
Quality","{'LIFT': ['GREAT'], 'APPEARANCE': ['GREAT'], 'SKIN': ['DELICATE']}"
SPORTS,General,1,TaylorMade,positive,"  On patrol and flying patrol flag from antenna.  Moving along at 20 knts and flag looked good, several minutes later it's gone.  Would not buy again.  Fastened securely but would not hold.  Surprised for a Taylor Made item.  $9.95 for clips and $26.00 for a new flag. Ouch!",150,118,0,"Moving along at 20 knts and flag looked good, several minutes later it's gone.
Fastened securely but would not hold.
Surprised for a Taylor Made item.","  On patrol and flying patrol flag from antenna.
Would not buy again.
$9.95 for clips and $26.00 for a new flag.
Ouch!",,"Cargo
Originalty
Packaging
Quality",{}
TOOLS & HOME IMPROVEMENT,General,5,Bissell,positive,"  Getting harder to find my belt. Found them here for a good price. Arrived a couple of days earlier than expected. A little softer than the old belt but tighter fit, worked well and expect them to last. Will buy again and refer others.",121,114,0,"Found them here for a good price.
A little softer than the old belt but tighter fit, worked well and expect them to last.","  Getting harder to find my belt.
Arrived a couple of days earlier than expected.
Will buy again and refer others.",,"Cargo
Originalty
Packaging
Quality","{'PRICE': ['GOOD'], 'FIT': ['TIGHT']}"
TOOLS & HOME IMPROVEMENT,General,5,Brita,positive,  Fits perfectly and does the job.,34,0,0,  Fits perfectly and does the job.,,,"Cargo
Originalty
Packaging
Quality",{}
TOOLS & HOME IMPROVEMENT,General,5,Command,positive,  Used these on my apartment balcony to hang lights non-permanently. It's been over a month and they still are holding strong. This was the highest weight rated outdoor hook I could find which is why I purchased.The hook actually moves which was not specified in the product description. You can see in my photo the metal hook is not flat to the plastic back. This works in my application as it actually moves in the breeze vs. being more rigid. If it didnt move it would add tension on the plastic back and break easier.If this hook can hold decorative lights on a patio ceiling it definitely can hold some tongs. Just be sure to follow the pre cleaning instructions.,280,301,85,"It's been over a month and they still are holding strong.
If it didnt move it would add tension on the plastic back and break easier.If this hook can hold decorative lights on a patio ceiling it definitely can hold some tongs.
Just be sure to follow the pre cleaning instructions.","  Used these on my apartment balcony to hang lights non-permanently.
This was the highest weight rated outdoor hook I could find which is why I purchased.The hook actually moves which was not specified in the product description.
You can see in my photo the metal hook is not flat to the plastic back.",This works in my application as it actually moves in the breeze vs. being more rigid.,"Cargo
Originalty
Packaging
Quality",{}
TOOLS & HOME IMPROVEMENT,General,5,EveryDrop by Whirlpool,positive,  This Every Drop Whirlpool Refrigerator filter fit my refrigerator perfectly. I was concerned since Whilrlpool no longer makes their own filters. I had tried a generic one previously and it became stuck in the housing. The whole housing needed to be replaced so I won't try that again.,78,66,140,  This Every Drop Whirlpool Refrigerator filter fit my refrigerator perfectly.,The whole housing needed to be replaced so I won't try that again.,"I was concerned since Whilrlpool no longer makes their own filters.
I had tried a generic one previously and it became stuck in the housing.","Cargo
Originalty
Packaging
Quality",{}
TOOLS & HOME IMPROVEMENT,General,5,Flux Phenom,positive,  This makes it so much easier for my dogs to go in and out with no bugs getting in. Works great for me.,104,0,0,"  This makes it so much easier for my dogs to go in and out with no bugs getting in.
Works great for me.",,,"Cargo
Originalty
Packaging
Quality",{}
TOOLS & HOME IMPROVEMENT,General,5,Tenmiro,positive,  We hooked these up to our Tenmiro 65 foot set for an extension and they work perfectly. The connectors are the same match and the remote control works for these too. From what I can tell they are exactly the same spools.,89,132,0,  We hooked these up to our Tenmiro 65 foot set for an extension and they work perfectly.,"The connectors are the same match and the remote control works for these too.
From what I can tell they are exactly the same spools.",,"Cargo
Originalty
Packaging
Quality",{}
TOOLS & HOME IMPROVEMENT,General,4,Bissell,positive,  Probably the best deal on these belts.,40,0,0,  Probably the best deal on these belts.,,,"Cargo
Originalty
Packaging
Quality",{'DEAL': ['GOOD']}
TOOLS & HOME IMPROVEMENT,General,4,Brita,positive,  works well,12,0,0,  works well,,,"Cargo
Originalty
Packaging
Quality",{}
TOOLS & HOME IMPROVEMENT,General,4,Command,positive,"  These work great on any metal surfaces or doors. However, I was trying to use them to hang some lights on my balcony. Definitely do not stick to stucco. I figured but wanted to try anyway. Only buy these if you're going to adhere them to any FLAT surfaces. Work great but not for what I needed.",123,172,0,"  These work great on any metal surfaces or doors.
Definitely do not stick to stucco.
Work great but not for what I needed.","However, I was trying to use them to hang some lights on my balcony.
I figured but wanted to try anyway.
Only buy these if you're going to adhere them to any FLAT surfaces.",,"Cargo
Originalty
Packaging
Quality",{}
TOOLS & HOME IMPROVEMENT,General,4,EveryDrop by Whirlpool,positive,  These EveryDrop water filters are getting harder to get and more expensive every year because they are for older refrigerators.  The price on Amazon was competitive and delivery can't be beat.  I only gave 4 stars because it didn't fit up quite as good as in the past.,138,129,0,"The price on Amazon was competitive and delivery can't be beat.
I only gave 4 stars because it didn't fit up quite as good as in the past.",  These EveryDrop water filters are getting harder to get and more expensive every year because they are for older refrigerators.,,"Cargo
Originalty
Packaging
Quality",{'PRICE': ['COMPETITIVE']}
TOOLS & HOME IMPROVEMENT,General,4,Tenmiro,positive,"  installation is so simple and I like that is USB so it can be removed and charge or place it in different places, not bright as I trough but still good, motion sensor is weird sometimes it works really good, many times you think that it has not charge cause don't react and you have to wave closer to make it work, but when it works is really nice you just have to move closer and they turn on, that's convenient and helpful when you cooking or cleaning.Pros: so easy to use and you can place it anywhere, is bright enough as a second light like for late nite kitchen uses, maybe in a closet can be really helpful.Cons: not so bright so if you have a long kitchen you will need more then one, motion can be better, a little ticker.",733,0,0,"  installation is so simple and I like that is USB so it can be removed and charge or place it in different places, not bright as I trough but still good, motion sensor is weird sometimes it works really good, many times you think that it has not charge cause don't react and you have to wave closer to make it work, but when it works is really nice you just have to move closer and they turn on, that's convenient and helpful when you cooking or cleaning.Pros: so easy to use and you can place it anywhere, is bright enough as a second light like for late nite kitchen uses, maybe in a closet can be really helpful.Cons: not so bright so if you have a long kitchen you will need more then one, motion can be better, a little ticker.",,,"Cargo
Originalty
Packaging
Quality","{'INSTALLATION': ['NOT BRIGHT', 'GOOD', 'NICE'], 'SENSOR': ['WEIRD'], 'MOTION': ['GOOD']}"
TOOLS & HOME IMPROVEMENT,General,3,Bissell,negative,  The two belts had NO numbers or writing on them so how do you know that they are #32015 OEM ?I hope they last & don't break after brief use !,0,0,143,,,  The two belts had NO numbers or writing on them so how do you know that they are #32015 OEM ?I hope they last & don't break after brief use !,"Cargo
Originalty
Packaging
Quality",{}
TOOLS & HOME IMPROVEMENT,General,3,Brita,positive,"  Tbh I was skeptical of these from the beginning with the way they were packaged when they came and the fact that they were bone dry (which does not necessarily mean they are bad). But I used them none the same. I thought it was my imagination that the water tasted different which perhaps it is, but since the filter hardly lasted 2 months before being at 0% (not 25%) I think I would've been better off to go directly with the Brita filters.  The filters I got directly from Brita each lasted 4-6 months, the water tasted cleaner and they were damp when I got them not sure if that makes a difference in the quality (I did some reading and the verdict was split). They were not that much more so the extra cost would be worth the extra life. It's also not like I just increased my water intake if anything I've been drinking less water.",530,30,276,"I thought it was my imagination that the water tasted different which perhaps it is, but since the filter hardly lasted 2 months before being at 0% (not 25%) I think I would've been better off to go directly with the Brita filters.
The filters I got directly from Brita each lasted 4-6 months, the water tasted cleaner and they were damp when I got them not sure if that makes a difference in the quality (I did some reading and the verdict was split).
They were not that much more so the extra cost would be worth the extra life.",But I used them none the same.,"  Tbh I was skeptical of these from the beginning with the way they were packaged when they came and the fact that they were bone dry (which does not necessarily mean they are bad).
It's also not like I just increased my water intake if anything I've been drinking less water.","Cargo
Originalty
Packaging
Quality",{'COST': ['WORTH']}
TOOLS & HOME IMPROVEMENT,General,3,Command,positive,"  I suppose these would work in a 100% dry environment, but I got these to hang some very lightweight things on the walls in my bathroom (a showercap, headband, and a small handheld mirror). The walls in there are the same as the walls in my room, with the same type of paint on them etc. However this is my bathroom I use every day, and when the shower is used obvi there is going to be steam in the room, like in any normal bathroom when someone takes a shower. I put up one, left it to settle for 24hrs as per the instructions, and then hung the small mirror on it, probably weighing less than 1lbs, and the package for the hooks say it holds 2lbs. It stayed up and stayed put just fine, no issue (yet). I then put up another one in a different location in the bathroom, but still on same type of wall. I left it to settle, but then heard it fall not five mins later. I went and put it back up with a new sticky tab, and same thing happened, so I gave up on that one. Took a shower today for the first time since hanging up the first hook with the mirror, and maybe 20min after my shower I've just heard that one fall too...luckily the mirror is both cheap and sturdy...I think even the mirror part is made of plastic lol, and I didn't hear it break, so I'm sure it's fine. But these hooks just do not stay up at all in the bathroom.",480,800,54,"However this is my bathroom I use every day, and when the shower is used obvi there is going to be steam in the room, like in any normal bathroom when someone takes a shower.
Took a shower today for the first time since hanging up the first hook with the mirror, and maybe 20min after my shower I've just heard that one fall too...luckily the mirror is both cheap and sturdy...I think even the mirror part is made of plastic lol, and I didn't hear it break, so I'm sure it's fine.","  I suppose these would work in a 100% dry environment, but I got these to hang some very lightweight things on the walls in my bathroom (a showercap, headband, and a small handheld mirror).
The walls in there are the same as the walls in my room, with the same type of paint on them etc.
I put up one, left it to settle for 24hrs as per the instructions, and then hung the small mirror on it, probably weighing less than 1lbs, and the package for the hooks say it holds 2lbs.
I then put up another one in a different location in the bathroom, but still on same type of wall.
I left it to settle, but then heard it fall not five mins later.
I went and put it back up with a new sticky tab, and same thing happened, so I gave up on that one.
But these hooks just do not stay up at all in the bathroom.","It stayed up and stayed put just fine, no issue (yet).","Cargo
Originalty
Packaging
Quality",{}
TOOLS & HOME IMPROVEMENT,General,3,EveryDrop by Whirlpool,negative,"  Took a chance on a used warehouse deal at half the price to replace the Whirlpool 4396701 filter for a Kenmore 106.74252400. Product arrived in like-new condition and appeared to have not been installed, as I had suspected. On attempting to install the filter, it would insert but not rotate into place. Seeing deformation on the tabs that hold the filter in place, I whittled the leading edge (toward the nozzle) of the tabs down with a sharp pocket knife until the filter rotated into place. No leaks and water tastes fine. Without having to hand fit, it would be 5 stars.",126,318,130,  Took a chance on a used warehouse deal at half the price to replace the Whirlpool 4396701 filter for a Kenmore 106.74252400.,"On attempting to install the filter, it would insert but not rotate into place.
Seeing deformation on the tabs that hold the filter in place, I whittled the leading edge (toward the nozzle) of the tabs down with a sharp pocket knife until the filter rotated into place.
Without having to hand fit, it would be 5 stars.","Product arrived in like-new condition and appeared to have not been installed, as I had suspected.
No leaks and water tastes fine.","Cargo
Originalty
Packaging
Quality","{'TASTE': ['FINE'], 'LEAK': ['FINE']}"
TOOLS & HOME IMPROVEMENT,General,3,Flux Phenom,positive,"  Last Spring I purchased a magnetic screen for my  96"" by 36"" patio door.  It was easy to install; basically just adhering the Velcro tape and using a several tacks to reinforce it. A few months later we hired a painter to paint and refinish all exterior doors. This required taking down the Velcro tape holding up the screen door. I ordered the 20 feet new installation kit to reinstall my screen door. It was fine except IT WAS ONLY 17 FEET, not the 20 feet it was supposed to be. I needed a total of 19.5 feet for my installation. I literally had to salvage several small pieces of the old Velcro tape to make it 19.5 linear feet that I needed to reinstall my magnetic screen door. The kit itself was fine if it had actually contained 20 feet, rather than 17 feet. Now I have the worry that instead of using three long new Velcro pieces, I have three new long pieces and three reused short pieces of Velcro holding up my screen door. I hope the used pieces last but it would not have been necessary if they had not shorted me 36 inches of Velcro tape.",386,498,168,"It was easy to install; basically just adhering the Velcro tape and using a several tacks to reinforce it.
It was fine except IT WAS ONLY 17 FEET, not the 20 feet it was supposed to be.
The kit itself was fine if it had actually contained 20 feet, rather than 17 feet.
I hope the used pieces last but it would not have been necessary if they had not shorted me 36 inches of Velcro tape.","  Last Spring I purchased a magnetic screen for my  96"" by 36"" patio door.
A few months later we hired a painter to paint and refinish all exterior doors.
This required taking down the Velcro tape holding up the screen door.
I ordered the 20 feet new installation kit to reinstall my screen door.
I needed a total of 19.5 feet for my installation.
I literally had to salvage several small pieces of the old Velcro tape to make it 19.5 linear feet that I needed to reinstall my magnetic screen door.","Now I have the worry that instead of using three long new Velcro pieces, I have three new long pieces and three reused short pieces of Velcro holding up my screen door.","Cargo
Originalty
Packaging
Quality",{'KIT': ['FINE']}
TOOLS & HOME IMPROVEMENT,General,3,Tenmiro,positive,"  Easy to install! The connection between the remote and sensor pad can be a little glitchy. It's not as bright as we wanted but gives off some light. Not meant for illumination, more of an added affect",18,125,57,  Easy to install!,"The connection between the remote and sensor pad can be a little glitchy.
Not meant for illumination, more of an added affect",It's not as bright as we wanted but gives off some light.,"Cargo
Originalty
Packaging
Quality",{}
TOOLS & HOME IMPROVEMENT,General,2,Bissell,neutral,  Brand new vacuum and I am breaking at least one of these belts a month,0,72,0,,  Brand new vacuum and I am breaking at least one of these belts a month,,"Cargo
Originalty
Packaging
Quality",{}
TOOLS & HOME IMPROVEMENT,General,2,Brita,negative,"  I was a little skeptical when I saw the picture of these on Amazon, because the top of these filters slightly vary to the original filter that came with the pitcher, but as the product states that it is a replacement for Brita pitchers, I thought this would work just as well (I think the incompatibility exception was only in relation to a more specialized pitcher unit, which I don't have). However, as others customers have noted, the filter does not have a sealed/tight fit at all. In fact, if the pitcher is filled to 3/4 or more full, the water displaces the filter, so that it actually rises out of the slot. In addition, I am suspicious of the fact that the water filters a lot quicker than the original filter. End result is that it is a pain. I wouldn't buy these again.",394,157,229,"  I was a little skeptical when I saw the picture of these on Amazon, because the top of these filters slightly vary to the original filter that came with the pitcher, but as the product states that it is a replacement for Brita pitchers, I thought this would work just as well (I think the incompatibility exception was only in relation to a more specialized pitcher unit, which I don't have).","In fact, if the pitcher is filled to 3/4 or more full, the water displaces the filter, so that it actually rises out of the slot.
I wouldn't buy these again.","However, as others customers have noted, the filter does not have a sealed/tight fit at all.
In addition, I am suspicious of the fact that the water filters a lot quicker than the original filter.
End result is that it is a pain.","Cargo
Originalty
Packaging
Quality","{'FILTER': ['ORIGINAL', 'NOT ORIGINAL']}"
TOOLS & HOME IMPROVEMENT,General,2,Command,positive,"  The adhesion and strudiness of these clips seem to be pretty good, but the shape of the hooks actually prevent you from using them to hang certain things from them. Towels, clothes, and similar items slip right off due to the fact that the hooks have not much of an angle. They only slightly point upwards",166,140,0,"  The adhesion and strudiness of these clips seem to be pretty good, but the shape of the hooks actually prevent you from using them to hang certain things from them.","Towels, clothes, and similar items slip right off due to the fact that the hooks have not much of an angle.
They only slightly point upwards",,"Cargo
Originalty
Packaging
Quality",{'THING': ['CERTAIN']}
TOOLS & HOME IMPROVEMENT,General,2,EveryDrop by Whirlpool,negative,"  This replacement filter did not last as long as our original filter which came with the ice machine. Our original filter lasted 7 months, this one only lasted 4 months. We had a repair man come to service our ice machine because it stopped making ice. We thought our ice machine was broken but turned out this filter was already clogged. He said these filters have problems with clogging too soon. He also said you can run the ice machine without the filter. This is what we will do because buying a filter every four months is not economical.",170,145,228,"  This replacement filter did not last as long as our original filter which came with the ice machine.
Our original filter lasted 7 months, this one only lasted 4 months.","He also said you can run the ice machine without the filter.
This is what we will do because buying a filter every four months is not economical.","We had a repair man come to service our ice machine because it stopped making ice.
We thought our ice machine was broken but turned out this filter was already clogged.
He said these filters have problems with clogging too soon.","Cargo
Originalty
Packaging
Quality",{'FILTER': ['ORIGINAL']}
TOOLS & HOME IMPROVEMENT,General,2,Tenmiro,negative,  The power box stopped working after one night of use and the lights were not nearly as bright as they should have been.,0,0,121,,,  The power box stopped working after one night of use and the lights were not nearly as bright as they should have been.,"Cargo
Originalty
Packaging
Quality",{'LIGHT': ['NOT BRIGHT']}
TOOLS & HOME IMPROVEMENT,General,1,Bissell,negative,"  Compatibility system says this filter fits my Bissell 6700 vacuum. I bought it and it doesn't fit. It is flimsy, thin, and too small on both dimensions. I would recommend contacting the seller before purchasing anything and verifying that the filter will work on your vacuum as the compatibility system apparently cannot be trusted. (If you rely on the compatibility system, and the filter won't fit, it's your fault, apparently, when dealing with a return.)",0,302,157,,"  Compatibility system says this filter fits my Bissell 6700 vacuum.
It is flimsy, thin, and too small on both dimensions.
I would recommend contacting the seller before purchasing anything and verifying that the filter will work on your vacuum as the compatibility system apparently cannot be trusted.","I bought it and it doesn't fit.
(If you rely on the compatibility system, and the filter won't fit, it's your fault, apparently, when dealing with a return.)","Cargo
Originalty
Packaging
Quality",{}
TOOLS & HOME IMPROVEMENT,General,1,Brita,negative,  The top plastic broke off when I was cleaning it,0,0,50,,,  The top plastic broke off when I was cleaning it,"Cargo
Originalty
Packaging
Quality",{'PLASTIC': ['TOP']}
TOOLS & HOME IMPROVEMENT,General,1,Command,negative,"  I purchased a massive amount of different types of command strips in the first part of 2019.  We were painting the inside of our old house to sell it.  I wanted to put things back up on the wall so there were no holes when I took them down.We moved to our new house in July 2019.  I used Command Strips on almost everything that went on the wall except for the very heaviest things.  My walls have a texture but it is mostly flat so I did my best to make sure the Strips were placed where they would have a flat surface.  I also wiped down the walls with alcohol per the instructions.  3M says they are only for use on flat surfaces.  Good grief!  Where does any house have a completely flat surface other than on cabinets?Anyway, I overestimated the weight of everything and used bigger Command Strips and put a Strip on every corner of everything, except for the hooks.  In October 2020 my things began falling off the walls.  I wrote to 3M and, basically, it was my fault for using them on textured walls.  I proceeded to screw and nail up my wall decor.  However, I had a temporary, light-weight decoration to hang so I peeled a Command Strip and found it had no more adhesive whatsoever!  I pulled out a different size and it was the same thing!  I started checking them all and most of them had no more adhesive!  No wonder my things were falling!There's no expiration date on them so should they poop out like that?  I don't think so.  I wrote back to 3M saying I no longer wanted to use their product and wanted to send everything I had left to them so they could send me a refund.  They sent me a label so I'm returning everything!By the way, I kept them inside the house so they weren't exposed to sunlight or temperature extremes.",287,663,773,"My walls have a texture but it is mostly flat so I did my best to make sure the Strips were placed where they would have a flat surface.
They sent me a label so I'm returning everything!By the way, I kept them inside the house so they weren't exposed to sunlight or temperature extremes.","  I purchased a massive amount of different types of command strips in the first part of 2019.
We were painting the inside of our old house to sell it.
I used Command Strips on almost everything that went on the wall except for the very heaviest things.
I also wiped down the walls with alcohol per the instructions.
3M says they are only for use on flat surfaces.
Where does any house have a completely flat surface other than on cabinets?Anyway, I overestimated the weight of everything and used bigger Command Strips and put a Strip on every corner of everything, except for the hooks.
I pulled out a different size and it was the same thing!
I don't think so.","I wanted to put things back up on the wall so there were no holes when I took them down.We moved to our new house in July 2019.
Good grief!
In October 2020 my things began falling off the walls.
I wrote to 3M and, basically, it was my fault for using them on textured walls.
I proceeded to screw and nail up my wall decor.
However, I had a temporary, light-weight decoration to hang so I peeled a Command Strip and found it had no more adhesive whatsoever!
I started checking them all and most of them had no more adhesive!
No wonder my things were falling!There's no expiration date on them so should they poop out like that?
I wrote back to 3M saying I no longer wanted to use their product and wanted to send everything I had left to them so they could send me a refund.","Cargo
Originalty
Packaging
Quality",{'GRIEF': ['GOOD']}
TOOLS & HOME IMPROVEMENT,General,1,EveryDrop by Whirlpool,positive,"  I sent back to get credit for this item, it doesn't fit, looking at your info it said it would fit my refreg. , it doesn't  I need a return slip as UPS  won't  accept it , I need you to pick up as I'm 80 years old and not suppose to go out. My friend took it back today and UPS said they need  a return bar, so You need  to pick it up.Please contact me ASAP",116,0,242,"My friend took it back today and UPS said they need  a return bar, so You need  to pick it up.Please contact me ASAP",,"  I sent back to get credit for this item, it doesn't fit, looking at your info it said it would fit my refreg.
, it doesn't  I need a return slip as UPS  won't  accept it , I need you to pick up as I'm 80 years old and not suppose to go out.","Cargo
Originalty
Packaging
Quality",{}
TOOLS & HOME IMPROVEMENT,General,1,Tenmiro,negative,  I get adapter I did get a plug how I Connect I don't like it,0,0,62,,,  I get adapter I did get a plug how I Connect I don't like it,"Cargo
Originalty
Packaging
Quality",{}
